Order ID,Order Date,Ship Date,Ship Mode,Segment,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-1476,2022-02-08,2022-02-10,Same Day,Consumer,Southeast,Furniture,Paper,476.39,2,0.0,144.43
ORD-1477,2022-04-10,2022-04-11,Same Day,Home Office,Southeast,Office Supplies,Chairs,120.75,4,0.1,43.78
ORD-1478,2022-10-16,2022-10-18,Standard Class,Consumer,Southeast,Office Supplies,Paper,145.24,9,0.0,37.41
ORD-1479,2022-09-11,2022-09-16,Standard Class,Home Office,Southeast,Furniture,Tables,485.42,9,0.4,-58.78
ORD-1480,2022-08-10,2022-08-16,Same Day,Corporate,Southeast,Furniture,Tables,372.66,6,0.0,104.65
ORD-1481,2022-12-23,2022-12-25,First Class,Home Office,Southeast,Office Supplies,Phones,355.81,4,0.1,72.7
ORD-1482,2022-01-23,2022-01-29,Standard Class,Consumer,Southeast,Office Supplies,Paper,429.4,7,0.3,5.89
ORD-1483,2022-09-07,2022-09-12,Same Day,Corporate,Southeast,Office Supplies,Accessories,75.6,1,0.1,22.4
ORD-1484,2022-01-10,2022-01-11,Standard Class,Home Office,Southeast,Office Supplies,Binders,358.86,4,0.2,44.16
ORD-1485,2022-09-03,2022-09-06,First Class,Home Office,South,Furniture,Phones,261.77,5,0.2,35.87
ORD-1486,2022-11-21,2022-11-23,Second Class,Home Office,Midwest,Furniture,Accessories,417.99,8,0.2,39.01
ORD-1487,2022-04-10,2022-04-13,Standard Class,Home Office,Southeast,Technology,Tables,263.91,2,0.2,46.92
ORD-1488,2022-10-17,2022-10-22,First Class,Home Office,Midwest,Office Supplies,Paper,317.72,5,0.4,-35.32
ORD-1489,2022-06-29,2022-07-01,Same Day,Corporate,Southeast,Technology,Phones,249.32,6,0.3,1.09
ORD-1490,2022-08-11,2022-08-17,Standard Class,Corporate,Southeast,Furniture,Paper,249.52,5,0.3,12.96
ORD-1491,2022-09-07,2022-09-11,Standard Class,Corporate,South,Furniture,Tables,388.63,9,0.1,83.39
ORD-1492,2022-05-27,2022-05-30,Same Day,Corporate,West,Technology,Phones,321.71,1,0.0,74.1
ORD-1493,2022-04-06,2022-04-08,Second Class,Consumer,West,Office Supplies,Tables,323.97,3,0.1,64.85
ORD-1494,2022-09-14,2022-09-17,Same Day,Corporate,South,Office Supplies,Chairs,236.14,2,0.1,55.85
ORD-1495,2022-11-21,2022-11-23,Standard Class,Home Office,Midwest,Office Supplies,Tables,274.93,3,0.1,41.55
ORD-1496,2022-01-04,2022-01-05,Same Day,Home Office,West,Office Supplies,Paper,377.94,9,0.1,83.09
ORD-1497,2022-01-16,2022-01-22,First Class,Corporate,South,Technology,Binders,416.45,9,0.3,3.9
ORD-1498,2022-10-07,2022-10-10,Same Day,Home Office,South,Technology,Tables,354.35,2,0.0,118.14
ORD-1499,2022-12-02,2022-12-06,Standard Class,Corporate,West,Furniture,Accessories,463.56,3,0.1,85.79
ORD-1500,2022-09-04,2022-09-08,Same Day,Home Office,Midwest,Office Supplies,Binders,413.76,4,0.3,9.96
ORD-1501,2022-09-15,2022-09-20,Second Class,Consumer,South,Office Supplies,Chairs,289.69,9,0.1,59.53
ORD-1502,2022-06-09,2022-06-11,Same Day,Consumer,Southeast,Office Supplies,Phones,342.27,3,0.2,51.89
ORD-1503,2022-12-06,2022-12-09,Second Class,Corporate,Midwest,Technology,Phones,464.63,7,0.1,120.79
ORD-1504,2022-06-01,2022-06-06,First Class,Corporate,Midwest,Office Supplies,Binders,317.2,3,0.1,78.82
ORD-1505,2022-06-27,2022-06-30,Second Class,Corporate,West,Technology,Phones,415.91,7,0.4,-36.79
ORD-1506,2022-06-12,2022-06-14,Same Day,Home Office,West,Office Supplies,Tables,350.63,7,0.2,58.27
ORD-1507,2022-02-02,2022-02-06,Standard Class,Corporate,Southeast,Office Supplies,Binders,284.93,9,0.0,91.51
ORD-1508,2022-06-28,2022-06-29,Second Class,Consumer,South,Furniture,Paper,136.08,2,0.1,18.14
ORD-1509,2022-04-11,2022-04-15,First Class,Home Office,West,Office Supplies,Tables,224.48,6,0.0,66.95
ORD-1510,2022-09-25,2022-09-30,Second Class,Corporate,West,Office Supplies,Tables,484.52,9,0.2,56.07
ORD-1511,2022-11-19,2022-11-25,Second Class,Home Office,Midwest,Furniture,Tables,335.73,2,0.1,75.41
ORD-1512,2022-03-06,2022-03-07,Second Class,Home Office,West,Technology,Paper,290.91,2,0.4,-40.34
ORD-1513,2022-06-17,2022-06-22,First Class,Corporate,West,Technology,Chairs,467.82,5,0.3,-10.94
ORD-1514,2022-11-26,2022-11-28,Same Day,Home Office,West,Office Supplies,Accessories,301.53,8,0.4,-33.57
ORD-1515,2022-02-12,2022-02-13,Second Class,Consumer,West,Technology,Phones,272.52,9,0.4,-21.91
ORD-1516,2022-02-13,2022-02-18,Second Class,Consumer,Midwest,Office Supplies,Binders,384.47,2,0.3,6.63
ORD-1517,2022-10-12,2022-10-14,Standard Class,Home Office,Southeast,Furniture,Chairs,362.08,5,0.3,1.41
ORD-1518,2022-01-12,2022-01-16,First Class,Corporate,Southeast,Furniture,Binders,112.72,7,0.3,-8.34
ORD-1519,2022-04-05,2022-04-11,Second Class,Home Office,South,Office Supplies,Phones,246.23,6,0.1,66.62
ORD-1520,2022-10-29,2022-10-31,First Class,Consumer,West,Furniture,Paper,246.81,6,0.0,63.32
ORD-1521,2022-09-10,2022-09-13,Second Class,Home Office,Midwest,Furniture,Tables,201.55,7,0.0,73.49
ORD-1522,2022-08-30,2022-09-01,Same Day,Home Office,South,Office Supplies,Tables,268.3,3,0.3,7.39
ORD-1523,2022-02-04,2022-02-06,Same Day,Consumer,South,Office Supplies,Paper,218.29,3,0.4,-9.03
ORD-1524,2022-08-03,2022-08-09,Second Class,Home Office,Southeast,Furniture,Chairs,115.69,9,0.2,7.12
ORD-1525,2022-12-03,2022-12-06,Same Day,Home Office,Midwest,Technology,Chairs,217.94,8,0.3,-1.43
ORD-1526,2022-03-31,2022-04-05,Second Class,Corporate,Midwest,Technology,Binders,54.69,5,0.4,-4.92
ORD-1527,2022-09-21,2022-09-26,Same Day,Corporate,Midwest,Office Supplies,Paper,296.38,6,0.4,-34.4
ORD-1528,2022-04-03,2022-04-05,Standard Class,Consumer,Southeast,Office Supplies,Chairs,429.75,1,0.1,88.2
ORD-1529,2022-03-31,2022-04-03,Standard Class,Consumer,Southeast,Technology,Paper,368.14,1,0.1,89.42
ORD-1530,2022-04-25,2022-04-28,Standard Class,Consumer,Southeast,Furniture,Phones,192.99,4,0.0,44.93
ORD-1531,2022-04-15,2022-04-21,First Class,Corporate,Southeast,Technology,Tables,61.79,2,0.0,11.96
ORD-1532,2022-07-15,2022-07-19,First Class,Consumer,Southeast,Technology,Tables,117.03,7,0.2,4.05
ORD-1533,2022-11-10,2022-11-15,Standard Class,Consumer,West,Technology,Tables,281.84,2,0.2,27.24
ORD-1534,2022-04-24,2022-04-30,First Class,Consumer,West,Technology,Paper,119.39,2,0.2,10.58
ORD-1535,2022-03-16,2022-03-17,Same Day,Corporate,Midwest,Office Supplies,Paper,281.11,5,0.2,35.83
ORD-1536,2022-08-05,2022-08-10,Second Class,Home Office,South,Office Supplies,Binders,131.17,4,0.4,-12.78
ORD-1537,2022-10-04,2022-10-10,Second Class,Consumer,Midwest,Furniture,Tables,427.48,8,0.4,-39.72
ORD-1538,2022-09-06,2022-09-11,Second Class,Home Office,South,Furniture,Binders,210.69,4,0.0,67.19
ORD-1539,2022-06-13,2022-06-17,Standard Class,Consumer,Southeast,Furniture,Tables,137.86,6,0.1,30.03
ORD-1540,2022-12-23,2022-12-24,First Class,Home Office,South,Furniture,Binders,409.92,5,0.1,89.02
ORD-1541,2022-07-11,2022-07-15,Same Day,Corporate,Midwest,Technology,Binders,184.56,2,0.3,-1.22
ORD-1542,2022-08-15,2022-08-16,Same Day,Corporate,Midwest,Office Supplies,Phones,73.51,8,0.4,9.11
ORD-1543,2022-06-26,2022-06-28,Standard Class,Consumer,South,Office Supplies,Binders,293.8,2,0.2,54.8
ORD-1544,2022-04-09,2022-04-15,Same Day,Home Office,West,Furniture,Paper,299.15,9,0.2,36.98
ORD-1545,2022-02-05,2022-02-06,Same Day,Corporate,Southeast,Furniture,Binders,363.05,9,0.3,2.28
ORD-1546,2022-04-06,2022-04-10,Same Day,Consumer,Southeast,Technology,Tables,135.31,3,0.1,33.31
ORD-1547,2022-06-01,2022-06-06,Same Day,Consumer,Midwest,Technology,Binders,233.01,4,0.2,12.29
ORD-1548,2022-05-31,2022-06-01,First Class,Corporate,West,Furniture,Chairs,155.54,8,0.1,32.91
ORD-1549,2022-07-09,2022-07-15,Same Day,Corporate,South,Office Supplies,Accessories,58.86,9,0.3,-7.31
ORD-1550,2022-08-12,2022-08-13,Second Class,Consumer,Southeast,Office Supplies,Tables,440.77,3,0.1,93.25
ORD-1551,2022-02-06,2022-02-09,Standard Class,Home Office,West,Office Supplies,Chairs,369.86,5,0.1,66.71
ORD-1552,2022-09-25,2022-09-30,First Class,Home Office,Southeast,Furniture,Tables,164.7,8,0.1,29.49
ORD-1553,2022-07-02,2022-07-08,Same Day,Home Office,West,Office Supplies,Paper,307.7,3,0.2,12.05
ORD-1554,2022-01-13,2022-01-19,First Class,Consumer,West,Technology,Accessories,116.61,7,0.0,23.25
ORD-1555,2022-10-06,2022-10-08,Same Day,Corporate,Midwest,Technology,Accessories,447.31,8,0.4,-41.18
ORD-1556,2022-08-05,2022-08-09,Second Class,Consumer,Southeast,Furniture,Paper,75.16,3,0.1,6.34
ORD-1557,2022-12-21,2022-12-23,Standard Class,Corporate,South,Technology,Accessories,21.84,2,0.1,15.01
ORD-1558,2022-12-27,2023-01-02,Same Day,Home Office,Midwest,Furniture,Paper,260.96,7,0.1,42.65
ORD-1559,2022-10-13,2022-10-18,Same Day,Home Office,Midwest,Office Supplies,Chairs,299.9,9,0.0,94.5
ORD-1560,2022-09-30,2022-10-01,Same Day,Corporate,South,Office Supplies,Phones,297.9,1,0.3,-7.62
ORD-1561,2022-03-03,2022-03-04,Same Day,Corporate,Midwest,Office Supplies,Tables,46.17,3,0.2,8.47
ORD-1562,2022-03-25,2022-03-30,Standard Class,Consumer,West,Technology,Paper,170.74,5,0.0,35.87
ORD-1563,2022-08-05,2022-08-11,Standard Class,Home Office,West,Furniture,Tables,259.62,3,0.1,47.39
ORD-1564,2022-12-08,2022-12-09,Second Class,Consumer,Southeast,Office Supplies,Chairs,123.96,1,0.0,28.73
ORD-1565,2022-07-06,2022-07-07,Standard Class,Consumer,Southeast,Furniture,Phones,438.86,7,0.0,140.49
ORD-1566,2022-01-19,2022-01-20,Same Day,Consumer,South,Office Supplies,Chairs,61.81,7,0.0,23.17
ORD-1567,2022-06-26,2022-06-30,Second Class,Home Office,Southeast,Technology,Accessories,253.94,8,0.3,-12.33
ORD-1568,2022-04-10,2022-04-14,Second Class,Consumer,West,Technology,Tables,351.88,5,0.4,-37.22
ORD-1569,2022-08-21,2022-08-24,Second Class,Consumer,South,Furniture,Phones,145.64,5,0.2,6.84
ORD-1570,2022-03-17,2022-03-19,Same Day,Consumer,South,Technology,Accessories,319.64,5,0.3,9.5
ORD-1571,2022-09-22,2022-09-27,First Class,Consumer,Southeast,Technology,Phones,418.1,1,0.3,12.72
ORD-1572,2022-10-11,2022-10-16,Same Day,Consumer,West,Furniture,Accessories,111.36,5,0.4,-25.55
ORD-1573,2022-07-25,2022-07-30,Standard Class,Consumer,South,Office Supplies,Chairs,460.27,6,0.3,8.27
ORD-1574,2022-08-11,2022-08-14,Standard Class,Home Office,West,Technology,Paper,285.71,1,0.0,77.48
ORD-1575,2022-02-21,2022-02-25,Same Day,Consumer,West,Furniture,Tables,163.63,7,0.0,46.56
ORD-1576,2022-12-05,2022-12-11,Same Day,Corporate,West,Technology,Binders,226.81,1,0.1,45.68
ORD-1577,2022-05-24,2022-05-30,Second Class,Consumer,Southeast,Technology,Binders,169.85,2,0.3,18.17
ORD-1578,2022-03-10,2022-03-13,Same Day,Consumer,Midwest,Technology,Chairs,368.05,2,0.1,63.57
ORD-1579,2022-04-09,2022-04-15,Second Class,Home Office,Midwest,Technology,Tables,402.22,5,0.2,48.57
ORD-1580,2022-01-25,2022-01-30,Standard Class,Home Office,South,Furniture,Tables,419.81,7,0.0,114.23
ORD-1581,2022-02-22,2022-02-24,Second Class,Corporate,West,Furniture,Chairs,493.17,1,0.2,36.91
ORD-1582,2022-05-31,2022-06-01,Same Day,Corporate,Southeast,Furniture,Tables,399.82,1,0.4,-39.7
ORD-1583,2022-05-24,2022-05-28,Standard Class,Home Office,West,Technology,Paper,308.66,1,0.0,92.82
ORD-1584,2022-02-26,2022-03-02,First Class,Home Office,West,Technology,Chairs,182.83,6,0.2,-10.04
ORD-1585,2022-02-08,2022-02-11,Second Class,Consumer,Southeast,Technology,Paper,281.41,2,0.4,-16.55
ORD-1586,2022-04-19,2022-04-23,Standard Class,Home Office,Midwest,Furniture,Tables,39.71,1,0.2,-17.42
ORD-1587,2022-06-30,2022-07-05,Second Class,Corporate,West,Technology,Chairs,377.52,6,0.4,-39.21
ORD-1588,2022-02-11,2022-02-17,Standard Class,Consumer,West,Office Supplies,Tables,234.06,2,0.4,-10.13
ORD-1589,2022-07-05,2022-07-10,Standard Class,Corporate,Midwest,Technology,Chairs,29.61,6,0.0,30.97
ORD-1590,2022-08-11,2022-08-14,Second Class,Consumer,Southeast,Office Supplies,Tables,50.0,8,0.1,6.37
ORD-1591,2022-05-02,2022-05-07,First Class,Home Office,South,Technology,Paper,205.98,2,0.4,-34.93
ORD-1592,2022-05-13,2022-05-19,Standard Class,Corporate,Midwest,Furniture,Paper,300.04,9,0.4,-17.1
ORD-1593,2022-06-12,2022-06-14,Standard Class,Consumer,South,Technology,Tables,242.82,8,0.0,81.5
ORD-1594,2022-08-03,2022-08-06,Standard Class,Consumer,South,Office Supplies,Chairs,317.22,1,0.1,58.55
ORD-1595,2022-08-09,2022-08-11,First Class,Home Office,Midwest,Office Supplies,Binders,250.54,7,0.3,-6.16
ORD-1596,2022-08-23,2022-08-24,First Class,Home Office,West,Technology,Paper,337.62,6,0.3,-7.17
ORD-1597,2022-11-27,2022-11-29,Same Day,Home Office,South,Office Supplies,Paper,125.18,6,0.1,21.59
ORD-1598,2022-05-26,2022-05-27,Second Class,Corporate,South,Office Supplies,Accessories,74.16,6,0.2,10.58
ORD-1599,2022-08-27,2022-08-28,First Class,Consumer,Southeast,Furniture,Binders,306.29,6,0.0,86.23
ORD-1600,2022-03-17,2022-03-19,Second Class,Home Office,West,Technology,Tables,252.65,7,0.1,46.13
ORD-1601,2022-01-09,2022-01-12,Same Day,Corporate,South,Technology,Chairs,32.9,3,0.3,6.41
ORD-1602,2022-03-15,2022-03-21,Second Class,Corporate,Southeast,Technology,Accessories,202.63,6,0.4,-35.09
ORD-1603,2022-09-10,2022-09-15,First Class,Corporate,West,Office Supplies,Tables,70.94,3,0.3,-3.76
ORD-1604,2022-08-18,2022-08-23,Second Class,Home Office,Midwest,Technology,Phones,275.05,7,0.4,-44.26
ORD-1605,2022-01-07,2022-01-13,First Class,Home Office,Midwest,Technology,Paper,209.97,7,0.0,64.08
ORD-1606,2022-06-23,2022-06-24,Second Class,Consumer,Southeast,Furniture,Phones,314.31,8,0.4,-50.83
ORD-1607,2022-05-21,2022-05-22,First Class,Consumer,Midwest,Furniture,Paper,406.69,2,0.1,90.24
ORD-1608,2022-06-17,2022-06-20,First Class,Home Office,South,Furniture,Paper,163.84,9,0.4,-29.53
ORD-1609,2022-06-19,2022-06-23,Second Class,Corporate,West,Office Supplies,Phones,481.81,5,0.2,30.46
ORD-1610,2022-10-10,2022-10-12,Same Day,Corporate,South,Technology,Phones,277.1,9,0.1,51.78
ORD-1611,2022-05-02,2022-05-03,Standard Class,Corporate,South,Furniture,Tables,316.78,5,0.0,112.15
ORD-1612,2022-07-13,2022-07-18,Same Day,Consumer,Midwest,Furniture,Accessories,346.72,7,0.1,76.46
ORD-1613,2022-01-05,2022-01-08,Second Class,Corporate,South,Furniture,Accessories,340.03,9,0.2,14.78
ORD-1614,2022-01-29,2022-01-31,Same Day,Consumer,Midwest,Technology,Phones,265.27,4,0.0,66.15
ORD-1615,2022-06-14,2022-06-17,First Class,Consumer,West,Technology,Tables,225.81,2,0.3,-3.96
ORD-1616,2022-12-05,2022-12-07,Standard Class,Corporate,West,Technology,Accessories,45.82,9,0.2,26.97
ORD-1617,2022-05-16,2022-05-18,Second Class,Corporate,South,Office Supplies,Tables,30.6,2,0.0,-0.21
ORD-1618,2022-12-31,2023-01-06,Second Class,Home Office,Southeast,Office Supplies,Tables,191.82,3,0.4,-28.49
ORD-1619,2022-11-17,2022-11-18,Second Class,Home Office,Midwest,Furniture,Paper,180.16,2,0.1,51.31
ORD-1620,2022-12-08,2022-12-11,Standard Class,Corporate,Midwest,Technology,Accessories,206.09,3,0.0,63.78
ORD-1621,2022-05-25,2022-05-28,First Class,Consumer,South,Furniture,Accessories,86.42,6,0.1,27.81
ORD-1622,2022-11-23,2022-11-29,Second Class,Consumer,Midwest,Technology,Paper,374.32,3,0.4,-44.7
ORD-1623,2022-08-05,2022-08-10,Same Day,Consumer,Midwest,Technology,Phones,431.34,8,0.0,128.39
ORD-1624,2022-10-28,2022-11-02,Second Class,Consumer,Southeast,Technology,Paper,470.58,6,0.3,13.16
ORD-1625,2022-05-12,2022-05-13,Second Class,Consumer,Southeast,Office Supplies,Accessories,256.33,7,0.2,24.18
ORD-1626,2022-10-19,2022-10-20,Second Class,Home Office,South,Office Supplies,Accessories,356.42,1,0.0,118.16
ORD-1627,2022-03-11,2022-03-15,Second Class,Corporate,Southeast,Technology,Phones,430.66,3,0.4,-39.19
ORD-1628,2022-09-09,2022-09-15,First Class,Home Office,South,Furniture,Paper,220.78,3,0.0,55.84
ORD-1629,2022-10-02,2022-10-07,Same Day,Consumer,West,Technology,Chairs,168.52,2,0.1,33.54
ORD-1630,2022-12-30,2023-01-01,First Class,Consumer,South,Technology,Chairs,469.63,7,0.0,150.7
ORD-1631,2022-07-01,2022-07-04,Same Day,Consumer,West,Furniture,Phones,267.52,9,0.3,6.69
ORD-1632,2022-06-16,2022-06-17,Second Class,Consumer,South,Technology,Paper,258.68,4,0.0,77.2
ORD-1633,2022-04-01,2022-04-04,Standard Class,Corporate,Midwest,Furniture,Paper,105.64,5,0.2,-8.35
ORD-1634,2022-07-21,2022-07-24,First Class,Consumer,Southeast,Office Supplies,Tables,71.91,3,0.0,3.61
ORD-1635,2022-12-12,2022-12-16,Standard Class,Corporate,West,Office Supplies,Accessories,424.21,9,0.1,69.01
ORD-1636,2022-01-19,2022-01-24,First Class,Consumer,South,Furniture,Binders,314.78,4,0.0,89.33
ORD-1637,2022-02-08,2022-02-09,Second Class,Corporate,Southeast,Office Supplies,Phones,176.4,5,0.3,-3.77
ORD-1638,2022-05-06,2022-05-09,First Class,Home Office,South,Office Supplies,Binders,112.03,1,0.4,-25.96
ORD-1639,2022-06-22,2022-06-23,Second Class,Consumer,Southeast,Furniture,Binders,286.64,2,0.0,96.22
ORD-1640,2022-05-21,2022-05-23,First Class,Corporate,Southeast,Office Supplies,Phones,300.28,9,0.0,77.45
ORD-1641,2022-08-30,2022-09-03,Second Class,Home Office,South,Technology,Paper,119.36,2,0.2,-1.77
ORD-1642,2022-08-08,2022-08-10,Second Class,Consumer,West,Technology,Phones,428.67,5,0.3,0.88
ORD-1643,2022-05-06,2022-05-07,Same Day,Consumer,West,Furniture,Binders,60.45,8,0.4,3.69
ORD-1644,2022-02-27,2022-02-28,Second Class,Consumer,Midwest,Office Supplies,Accessories,190.92,3,0.1,58.73
ORD-1645,2022-05-28,2022-06-02,Same Day,Corporate,Southeast,Technology,Accessories,346.58,6,0.0,109.8
ORD-1646,2022-11-13,2022-11-16,Second Class,Corporate,Midwest,Technology,Accessories,151.58,4,0.4,0.64
ORD-1647,2022-12-27,2022-12-30,Standard Class,Home Office,Midwest,Office Supplies,Paper,417.28,7,0.1,71.34
ORD-1648,2022-01-01,2022-01-03,Second Class,Corporate,South,Office Supplies,Chairs,375.14,3,0.3,21.6
ORD-1649,2022-12-14,2022-12-18,Standard Class,Corporate,South,Technology,Phones,398.73,6,0.3,-18.61
ORD-1650,2022-07-09,2022-07-15,Standard Class,Consumer,South,Technology,Accessories,77.17,9,0.4,-12.76
ORD-1651,2022-07-10,2022-07-13,Second Class,Consumer,Southeast,Furniture,Phones,87.46,1,0.1,23.1
ORD-1652,2022-11-08,2022-11-13,Standard Class,Consumer,South,Furniture,Accessories,157.51,3,0.3,-16.05
ORD-1653,2022-04-27,2022-04-29,Same Day,Consumer,South,Technology,Paper,268.68,2,0.4,-36.14
ORD-1654,2022-05-14,2022-05-16,First Class,Consumer,Southeast,Furniture,Chairs,379.05,8,0.3,-10.86
ORD-1655,2022-02-27,2022-03-05,Second Class,Consumer,Southeast,Technology,Chairs,421.53,7,0.3,-3.1
ORD-1656,2022-02-13,2022-02-18,Standard Class,Consumer,West,Technology,Accessories,358.08,2,0.3,14.22
ORD-1657,2022-06-22,2022-06-26,Second Class,Home Office,South,Furniture,Paper,465.73,6,0.2,46.74
ORD-1658,2022-06-09,2022-06-14,Same Day,Home Office,South,Furniture,Tables,374.6,3,0.1,70.29
ORD-1659,2022-06-22,2022-06-26,Second Class,Home Office,South,Office Supplies,Phones,167.01,8,0.4,-45.54
ORD-1660,2022-11-13,2022-11-18,Second Class,Home Office,West,Office Supplies,Phones,147.24,3,0.4,-10.06
ORD-1661,2022-10-30,2022-11-04,Standard Class,Consumer,South,Office Supplies,Binders,354.17,9,0.1,78.73
ORD-1662,2022-05-29,2022-05-30,Same Day,Home Office,West,Technology,Paper,112.58,1,0.1,5.52
ORD-1663,2022-03-21,2022-03-23,First Class,Consumer,Midwest,Furniture,Binders,64.5,5,0.1,12.23
ORD-1664,2022-08-01,2022-08-06,First Class,Home Office,West,Technology,Accessories,275.47,3,0.1,57.02
ORD-1665,2022-07-22,2022-07-28,Standard Class,Corporate,Midwest,Furniture,Binders,414.39,6,0.0,133.96
ORD-1666,2022-09-09,2022-09-14,Second Class,Home Office,South,Technology,Chairs,68.66,2,0.4,-14.11
ORD-1667,2022-08-17,2022-08-20,Standard Class,Home Office,Midwest,Office Supplies,Phones,400.11,9,0.0,111.28
ORD-1668,2022-06-13,2022-06-15,Standard Class,Consumer,West,Office Supplies,Binders,409.55,6,0.3,-4.56
ORD-1669,2022-08-15,2022-08-18,Standard Class,Home Office,Southeast,Office Supplies,Chairs,251.49,7,0.3,12.84
ORD-1670,2022-05-27,2022-05-29,Second Class,Corporate,Midwest,Technology,Paper,47.51,5,0.4,5.69
ORD-1671,2022-01-20,2022-01-23,Same Day,Consumer,Midwest,Furniture,Binders,103.8,9,0.3,-0.21
ORD-1672,2022-02-16,2022-02-21,Standard Class,Consumer,South,Furniture,Accessories,359.56,1,0.1,82.11
ORD-1673,2022-08-21,2022-08-26,Second Class,Home Office,West,Office Supplies,Accessories,361.65,5,0.0,84.81
ORD-1674,2022-11-01,2022-11-02,Same Day,Consumer,Midwest,Office Supplies,Accessories,451.21,6,0.1,98.16
ORD-1675,2022-01-14,2022-01-20,Standard Class,Consumer,Midwest,Office Supplies,Phones,299.69,7,0.3,-11.19
ORD-1676,2022-05-23,2022-05-26,First Class,Consumer,Midwest,Office Supplies,Binders,79.57,4,0.0,41.54
ORD-1677,2022-01-01,2022-01-05,Same Day,Consumer,Midwest,Furniture,Paper,78.28,1,0.1,5.01
ORD-1678,2022-02-23,2022-02-24,Standard Class,Consumer,Southeast,Technology,Binders,366.14,8,0.4,-45.14
ORD-1679,2022-09-16,2022-09-19,Same Day,Consumer,West,Technology,Phones,108.22,4,0.1,27.27
ORD-1680,2022-05-24,2022-05-27,Same Day,Corporate,South,Technology,Chairs,177.63,3,0.3,6.59
ORD-1681,2022-01-12,2022-01-13,Same Day,Home Office,South,Technology,Phones,253.86,7,0.0,71.69
ORD-1682,2022-11-26,2022-12-01,Same Day,Corporate,Southeast,Office Supplies,Accessories,31.89,2,0.4,0.53
ORD-1683,2022-08-12,2022-08-15,Same Day,Consumer,West,Office Supplies,Chairs,139.43,8,0.0,46.78
ORD-1684,2022-09-29,2022-10-04,Same Day,Consumer,Midwest,Office Supplies,Accessories,215.79,6,0.4,-17.65
ORD-1685,2022-12-24,2022-12-25,Standard Class,Home Office,Southeast,Technology,Tables,154.23,7,0.0,42.22
ORD-1686,2022-06-05,2022-06-10,First Class,Corporate,West,Office Supplies,Phones,85.46,5,0.3,5.05
ORD-1687,2022-01-08,2022-01-10,Second Class,Home Office,Midwest,Office Supplies,Phones,369.45,9,0.4,-22.88
ORD-1688,2022-05-02,2022-05-06,Same Day,Corporate,Southeast,Furniture,Paper,410.31,5,0.2,28.78
ORD-1689,2022-12-14,2022-12-17,Second Class,Consumer,West,Furniture,Binders,143.59,5,0.0,34.68
ORD-1690,2022-06-13,2022-06-19,Standard Class,Home Office,South,Office Supplies,Chairs,391.72,3,0.0,117.79
ORD-1691,2022-03-31,2022-04-04,Same Day,Home Office,South,Furniture,Chairs,205.07,1,0.1,30.45
ORD-1692,2022-05-16,2022-05-21,First Class,Consumer,West,Furniture,Paper,263.21,2,0.4,-44.36
ORD-1693,2022-07-05,2022-07-08,Second Class,Home Office,South,Office Supplies,Paper,430.88,8,0.2,54.02
ORD-1694,2022-11-12,2022-11-17,Same Day,Corporate,West,Office Supplies,Binders,379.98,1,0.3,-22.29
ORD-1695,2022-06-27,2022-06-29,Standard Class,Corporate,Midwest,Office Supplies,Accessories,406.46,7,0.1,77.27
ORD-1696,2022-01-28,2022-01-29,First Class,Corporate,West,Office Supplies,Binders,85.69,5,0.2,16.16
ORD-1697,2022-08-08,2022-08-11,Second Class,Corporate,Midwest,Technology,Phones,53.47,3,0.4,-2.68
ORD-1698,2022-12-23,2022-12-25,Second Class,Consumer,Southeast,Technology,Accessories,448.83,7,0.2,41.01
ORD-1699,2022-02-10,2022-02-12,Same Day,Home Office,West,Office Supplies,Tables,206.16,9,0.0,50.87
ORD-1700,2022-08-16,2022-08-19,First Class,Corporate,Southeast,Furniture,Binders,158.18,2,0.0,50.89
ORD-1701,2022-07-11,2022-07-16,First Class,Consumer,South,Office Supplies,Paper,367.85,8,0.1,63.69
ORD-1702,2022-05-25,2022-05-31,First Class,Home Office,Midwest,Office Supplies,Accessories,421.48,9,0.4,-39.49
ORD-1703,2022-07-20,2022-07-22,First Class,Home Office,West,Furniture,Binders,434.0,3,0.4,-41.99
ORD-1704,2022-07-31,2022-08-04,Standard Class,Consumer,Southeast,Technology,Chairs,171.68,2,0.2,18.68
ORD-1705,2022-08-08,2022-08-10,First Class,Consumer,Midwest,Office Supplies,Tables,429.06,7,0.1,79.41
ORD-1706,2022-08-28,2022-09-03,Second Class,Corporate,Midwest,Office Supplies,Phones,39.65,5,0.4,16.39
ORD-1707,2022-02-15,2022-02-20,Second Class,Home Office,South,Technology,Chairs,43.84,5,0.0,16.73
ORD-1708,2022-02-04,2022-02-09,Standard Class,Home Office,South,Technology,Chairs,319.29,5,0.2,29.14
ORD-1709,2022-09-10,2022-09-14,Second Class,Consumer,Midwest,Furniture,Tables,50.29,4,0.3,2.64
ORD-1710,2022-03-23,2022-03-25,Second Class,Home Office,Midwest,Technology,Phones,175.81,5,0.0,45.0
ORD-1711,2022-09-13,2022-09-18,First Class,Corporate,West,Technology,Paper,342.92,4,0.1,64.72
ORD-1712,2022-07-16,2022-07-22,Second Class,Home Office,Midwest,Technology,Accessories,181.89,6,0.4,5.73
ORD-1713,2022-10-30,2022-11-02,Standard Class,Consumer,West,Furniture,Phones,106.21,4,0.0,24.19
